MAP_ID;MAP_DESCRIPTION;AREA_ID;AREA_LB_0;AREA_LB_1;AREA_LB_2
3;comuni+poi;105;CO: GESTURI;GESTURI;SUD SARDEGNA
3;comuni+poi;245;CO: SAN NICOLO' GERREI;SAN NICOLO' GERREI;SUD SARDEGNA
3;comuni+poi;101;CO: GENONI;GENONI;SUD SARDEGNA
3;comuni+poi;85;CO: ELINI;ELINI;NUORO
3;comuni+poi;98;CO: GAIRO;GAIRO;NUORO
3;comuni+poi;94;CO: FLUSSIO;FLUSSIO;ORISTANO
3;comuni+poi;91;CO: ESTERZILI;ESTERZILI;SUD SARDEGNA
3;comuni+poi;89;CO: ESCOLCA;ESCOLCA;SUD SARDEGNA
3;comuni+poi;88;CO: ESCALAPLANO;ESCALAPLANO;SUD SARDEGNA
3;comuni+poi;268;CO: SELARGIUS;SELARGIUS;CAGLIARI
3;comuni+poi;63;CO: CARBONIA;CARBONIA;SUD SARDEGNA
3;comuni+poi;66;CO: CARLOFORTE;CARLOFORTE;SUD SARDEGNA
3;comuni+poi;280;CO: SETTIMO SAN PIETRO;SETTIMO SAN PIETRO;CAGLIARI
3;comuni+poi;288;CO: SILIQUA;SILIQUA;SUD SARDEGNA
3;comuni+poi;102;CO: GENURI SETZU SINI BARADILI;GENURI;SUD SARDEGNA
3;comuni+poi;97;CO: FURTEI;FURTEI;SUD SARDEGNA
3;comuni+poi;93;CO: FLUMINIMAGGIORE;FLUMINIMAGGIORE;SUD SARDEGNA
3;comuni+poi;294;CO: SINNAI;SINNAI;CAGLIARI
3;comuni+poi;289;CO: SILIUS;SILIUS;SUD SARDEGNA
3;comuni+poi;81;CO: DOMUSNOVAS;DOMUSNOVAS;SUD SARDEGNA
3;comuni+poi;72;CO: COLLINAS;COLLINAS;SUD SARDEGNA
3;comuni+poi;279;CO: SESTU;SESTU;CAGLIARI
3;comuni+poi;275;CO: SENORBI';SENORBI';SUD SARDEGNA
3;comuni+poi;269;CO: SELEGAS;SELEGAS;SUD SARDEGNA
3;comuni+poi;249;CO: SAN VITO;SAN VITO;SUD SARDEGNA
3;comuni+poi;251;CO: SANT'ANDREA FRIUS;SANT'ANDREA FRIUS;SUD SARDEGNA
3;comuni+poi;61;CO: CALASETTA;CALASETTA;SUD SARDEGNA
3;comuni+poi;276;CO: SERDIANA;SERDIANA;SUD SARDEGNA
3;comuni+poi;52;CO: BUGGERRU;BUGGERRU;SUD SARDEGNA
3;comuni+poi;110;CO: GOLFO ARANCI;GOLFO ARANCI;SASSARI
3;comuni+poi;50;CO: BUDDUSO';BUDDUSO';SASSARI
3;comuni+poi;47;CO: BORTIGIADAS;BORTIGIADAS;SASSARI
3;comuni+poi;127;CO: LA MADDALENA;LA MADDALENA;SASSARI
3;comuni+poi;60;CO: CALANGIANUS;CALANGIANUS;SASSARI
3;comuni+poi;15;CO: ARZACHENA;ARZACHENA;SASSARI
3;comuni+poi;19;CO: ASUNI;ASUNI;ORISTANO
3;comuni+poi;34;CO: BERCHIDDA;BERCHIDDA;SASSARI
3;comuni+poi;184;CO: OLBIA;OLBIA;SASSARI
3;comuni+poi;160;CO: MONTI;MONTI;SASSARI
3;comuni+poi;141;CO: LURAS;LURAS;SASSARI
3;comuni+poi;140;CO: LUOGOSANTO;LUOGOSANTO;SASSARI
3;comuni+poi;344;CO: VILLA SAN PIETRO;VILLA SAN PIETRO;CAGLIARI
3;comuni+poi;356;CO: VILLASALTO;VILLASALTO;SUD SARDEGNA
3;comuni+poi;355;CO: VILLAPUTZU;VILLAPUTZU;SUD SARDEGNA
3;comuni+poi;357;CO: VILLASIMIUS;VILLASIMIUS;SUD SARDEGNA
3;comuni+poi;362;CO: ZERFALIU;ZERFALIU;ORISTANO
3;comuni+poi;361;CO: ZEDDIANI;ZEDDIANI;ORISTANO
3;comuni+poi;271;CO: SENEGHE;SENEGHE;ORISTANO
3;comuni+poi;265;CO: SEDILO;SEDILO;ORISTANO
3;comuni+poi;285;CO: SIAPICCIA;SIAPICCIA;ORISTANO
3;comuni+poi;297;CO: SODDI';SODDI';ORISTANO
3;comuni+poi;75;CO: CURCURIS POMPU;CURCURIS;ORISTANO
3;comuni+poi;358;CO: VILLASOR;VILLASOR;SUD SARDEGNA
3;comuni+poi;86;CO: ELMAS;ELMAS;CAGLIARI
3;comuni+poi;68;CO: CASTIADAS;CASTIADAS;SUD SARDEGNA
3;comuni+poi;18;CO: ASSOLO;ASSOLO;ORISTANO
3;comuni+poi;232;CO: QUARTUCCIU;QUARTUCCIU;CAGLIARI
3;comuni+poi;359;CO: VILLASPECIOSA;VILLASPECIOSA;SUD SARDEGNA
3;comuni+poi;326;CO: TRINITA' D'AGULTU E VIGNOLA;TRINITA' D'AGULTU E VIGNOLA;SASSARI
3;comuni+poi;308;CO: TEMPIO PAUSANIA;TEMPIO PAUSANIA;SASSARI
3;comuni+poi;257;CO: SANTA TERESA GALLURA;SANTA TERESA GALLURA;SASSARI
3;comuni+poi;22;CO: BADESI;BADESI;SASSARI
3;comuni+poi;307;CO: TELTI';TELTI';SASSARI
3;comuni+poi;2;CO: AGLIENTU;AGLIENTU;SASSARI
3;comuni+poi;4;CO: ALA' DEI SARDI;ALA' DEI SARDI;SASSARI
3;comuni+poi;1;CO: AGGIUS;AGGIUS;SASSARI
3;comuni+poi;213;CO: PALAU;PALAU;SASSARI
3;comuni+poi;202;CO: OSCHIRI;OSCHIRI;SASSARI
3;comuni+poi;296;CO: SIURGUS DONIGALA;SIURGUS DONIGALA;SUD SARDEGNA
3;comuni+poi;376;POI: OLBIA;OLBIA;SASSARI
3;comuni+poi;378;POI: OROSEI;OROSEI;NUORO
3;comuni+poi;372;POI: CHIA;DOMUS DE MARIA;SUD SARDEGNA
3;comuni+poi;374;POI: GOLFO ARANCI;GOLFO ARANCI;SASSARI
3;comuni+poi;373;POI: COSTA VERDE;ARBUS;SUD SARDEGNA
3;comuni+poi;371;POI: CASTELSARDO;CASTELSARDO;SASSARI
3;comuni+poi;370;POI: CALA GONONE;DORGALI;NUORO
3;comuni+poi;369;POI: CAGLIARI;CAGLIARI;CAGLIARI
3;comuni+poi;375;POI: MURAVERA-CASTIADAS;CASTIADAS;SUD SARDEGNA
3;comuni+poi;389;POI: SINIS-CUGLIERI;CABRAS;ORISTANO
3;comuni+poi;388;POI: SANTA TERESA GALLURA;SANTA TERESA GALLURA;SASSARI
3;comuni+poi;392;POI: VILLASIMIUS;VILLASIMIUS;SUD SARDEGNA
3;comuni+poi;391;POI: TORTOLI'-ARBATAX;TORTOLI';NUORO
3;comuni+poi;390;POI: STINTINO;STINTINO;SASSARI
3;comuni+poi;385;POI: PULA;PULA;CAGLIARI
3;comuni+poi;379;POI: PALAU;PALAU;SASSARI
3;comuni+poi;386;POI: SAN TEODORO;SAN TEODORO;SASSARI
3;comuni+poi;387;POI: SANTA MARIA NAVARRESE;BAUNEI;NUORO
3;comuni+poi;366;POI: ALGHERO;ALGHERO;SASSARI
3;comuni+poi;383;POI: PORTO DI OLBIA;OLBIA;SASSARI
3;comuni+poi;10;CO: ARBUS;ARBUS;SUD SARDEGNA
3;comuni+poi;381;POI: PORTO DI CAGLIARI;CAGLIARI;CAGLIARI
3;comuni+poi;380;POI: PORTO DI ARBATAX;TORTOLI';NUORO
3;comuni+poi;368;POI: BUDONI;BUDONI;SASSARI
3;comuni+poi;367;POI: BOSA-MAGOMADAS-TRESNURAGHES;BOSA;ORISTANO
3;comuni+poi;313;CO: TEULADA;TEULADA;SUD SARDEGNA
3;comuni+poi;304;CO: SUELLI;SUELLI;SUD SARDEGNA
3;comuni+poi;299;CO: SOLEMINIS;SOLEMINIS;SUD SARDEGNA
3;comuni+poi;347;CO: VILLAGRANDE STRISAILI;VILLAGRANDE STRISAILI;NUORO
3;comuni+poi;342;CO: VALLERMOSA;VALLERMOSA;SUD SARDEGNA
3;comuni+poi;340;CO: UTA;UTA;CAGLIARI
3;comuni+poi;64;CO: CARDEDU;CARDEDU;NUORO
3;comuni+poi;339;CO: USSASSAI;USSASSAI;NUORO
3;comuni+poi;337;CO: USSANA;USSANA;SUD SARDEGNA
3;comuni+poi;70;CO: CHIARAMONTI;CHIARAMONTI;SASSARI
3;comuni+poi;69;CO: CHEREMULE;CHEREMULE;SASSARI
3;comuni+poi;67;CO: CASTELSARDO;CASTELSARDO;SASSARI
3;comuni+poi;71;CO: CODRONGIANOS;CODRONGIANOS;SASSARI
3;comuni+poi;107;CO: GIAVE;GIAVE;SASSARI
3;comuni+poi;92;CO: FLORINAS;FLORINAS;SASSARI
3;comuni+poi;90;CO: ESPORLATU;ESPORLATU;SASSARI
3;comuni+poi;73;CO: COSSOINE;COSSOINE;SASSARI
3;comuni+poi;191;CO: ONIFAI;ONIFAI;NUORO
3;comuni+poi;190;CO: ONANI';ONANI';NUORO
3;comuni+poi;189;CO: OLZAI;OLZAI;NUORO
3;comuni+poi;187;CO: OLLOLAI;OLLOLAI;NUORO
3;comuni+poi;192;CO: ONIFERI;ONIFERI;NUORO
3;comuni+poi;65;CO: CARGEGHE;CARGEGHE;SASSARI
3;comuni+poi;56;CO: BURGOS;BURGOS;SASSARI
3;comuni+poi;54;CO: BULZI;BULZI;SASSARI
3;comuni+poi;175;CO: NULVI;NULVI;SASSARI
3;comuni+poi;174;CO: NULE;NULE;SASSARI
3;comuni+poi;172;CO: NUGHEDU SAN NICOLO';NUGHEDU SAN NICOLO';SASSARI
3;comuni+poi;165;CO: MUROS;MUROS;SASSARI
3;comuni+poi;162;CO: MORES;MORES;SASSARI
3;comuni+poi;188;CO: OLMEDO;OLMEDO;SASSARI
3;comuni+poi;204;CO: OSILO;OSILO;SASSARI
3;comuni+poi;209;CO: OZIERI;OZIERI;SASSARI
3;comuni+poi;206;CO: OSSI;OSSI;SASSARI
3;comuni+poi;125;CO: ITTIRI;ITTIRI;SASSARI
3;comuni+poi;124;CO: ITTIREDDU;ITTIREDDU;SASSARI
3;comuni+poi;121;CO: ILLORAI;ILLORAI;SASSARI
3;comuni+poi;159;CO: MONTELEONE ROCCA DORIA;MONTELEONE ROCCA DORIA;SASSARI
3;comuni+poi;149;CO: MARTIS;MARTIS;SASSARI
3;comuni+poi;146;CO: MARA;MARA;SASSARI
3;comuni+poi;129;CO: LAERRU;LAERRU;SASSARI
3;comuni+poi;142;CO: MACOMER;MACOMER;NUORO
3;comuni+poi;138;CO: LULA;LULA;NUORO
3;comuni+poi;176;CO: NUORO;NUORO;NUORO
3;comuni+poi;170;CO: NORAGUGUME;NORAGUGUME;NUORO
3;comuni+poi;152;CO: MEANA SARDO;MEANA SARDO;NUORO
3;comuni+poi;144;CO: MAMOIADA;MAMOIADA;NUORO
3;comuni+poi;122;CO: IRGOLI;IRGOLI;NUORO
3;comuni+poi;278;CO: SERRENTI;SERRENTI;SUD SARDEGNA
3;comuni+poi;53;CO: BULTEI ANELA;BULTEI;SASSARI
3;comuni+poi;267;CO: SEGARIU;SEGARIU;SUD SARDEGNA
3;comuni+poi;134;CO: LODE';LODE';NUORO
3;comuni+poi;133;CO: LOCULI;LOCULI;NUORO
3;comuni+poi;131;CO: LEI;LEI;NUORO
3;comuni+poi;185;CO: OLIENA;OLIENA;NUORO
3;comuni+poi;263;CO: SASSARI;SASSARI;SASSARI
3;comuni+poi;225;CO: PORTO TORRES;PORTO TORRES;SASSARI
3;comuni+poi;221;CO: PERFUGAS;PERFUGAS;SASSARI
3;comuni+poi;224;CO: PLOAGHE;PLOAGHE;SASSARI
3;comuni+poi;234;CO: ROMANA;ROMANA;SASSARI
3;comuni+poi;230;CO: PUTIFIGARI;PUTIFIGARI;SASSARI
3;comuni+poi;228;CO: POZZOMAGGIORE;POZZOMAGGIORE;SASSARI
3;comuni+poi;80;CO: DOMUS DE MARIA;DOMUS DE MARIA;SUD SARDEGNA
3;comuni+poi;104;CO: GESICO;GESICO;SUD SARDEGNA
3;comuni+poi;17;CO: ASSEMINI;ASSEMINI;CAGLIARI
3;comuni+poi;238;CO: SAMASSI;SAMASSI;SUD SARDEGNA
3;comuni+poi;226;CO: PORTOSCUSO;PORTOSCUSO;SUD SARDEGNA
3;comuni+poi;82;CO: DONORI';DONORI';SUD SARDEGNA
3;comuni+poi;59;CO: CAGLIARI;CAGLIARI;CAGLIARI
3;comuni+poi;55;CO: BURCEI;BURCEI;SUD SARDEGNA
3;comuni+poi;258;CO: SANTADI;SANTADI;SUD SARDEGNA
3;comuni+poi;250;CO: SANLURI;SANLURI;SUD SARDEGNA
3;comuni+poi;28;CO: BARRALI;BARRALI;SUD SARDEGNA
3;comuni+poi;23;CO: BALLAO;BALLAO;SUD SARDEGNA
3;comuni+poi;293;CO: SINISCOLA;SINISCOLA;NUORO
3;comuni+poi;262;CO: SARULE;SARULE;NUORO
3;comuni+poi;227;CO: POSADA;POSADA;NUORO
3;comuni+poi;286;CO: SILANUS;SILANUS;NUORO
3;comuni+poi;292;CO: SINDIA;SINDIA;NUORO
3;comuni+poi;300;CO: SORGONO;SORGONO;NUORO
3;comuni+poi;14;CO: ARMUNGIA;ARMUNGIA;SUD SARDEGNA
3;comuni+poi;318;CO: TONARA;TONARA;NUORO
3;comuni+poi;315;CO: TIANA;TIANA;NUORO
3;comuni+poi;312;CO: TETI;TETI;NUORO
3;comuni+poi;319;CO: TORPE';TORPE';NUORO
3;comuni+poi;135;CO: LODINE;LODINE;NUORO
3;comuni+poi;119;CO: IGLESIAS;IGLESIAS;SUD SARDEGNA
3;comuni+poi;217;CO: PAULI ARBAREI SIDDI;PAULI ARBAREI;SUD SARDEGNA
3;comuni+poi;220;CO: PERDAXIUS;PERDAXIUS;SUD SARDEGNA
3;comuni+poi;239;CO: SAMATZAI;SAMATZAI;SUD SARDEGNA
3;comuni+poi;231;CO: QUARTU SANT'ELENA;QUARTU SANT'ELENA;CAGLIARI
3;comuni+poi;222;CO: PIMENTEL;PIMENTEL;SUD SARDEGNA
3;comuni+poi;241;CO: SAN BASILIO;SAN BASILIO;SUD SARDEGNA
3;comuni+poi;7;CO: ALGHERO;ALGHERO;SASSARI
3;comuni+poi;42;CO: BONO;BONO;SASSARI
3;comuni+poi;43;CO: BONORVA;BONORVA;SASSARI
3;comuni+poi;49;CO: BOTTIDDA;BOTTIDDA;SASSARI
3;comuni+poi;41;CO: BONNANARO;BONNANARO;SASSARI
3;comuni+poi;35;CO: BESSUDE;BESSUDE;SASSARI
3;comuni+poi;208;CO: OVODDA;OVODDA;NUORO
3;comuni+poi;207;CO: OTTANA;OTTANA;NUORO
3;comuni+poi;203;CO: OSIDDA;OSIDDA;NUORO
3;comuni+poi;253;CO: SANT'ANTIOCO;SANT'ANTIOCO;SUD SARDEGNA
3;comuni+poi;76;CO: DECIMOMANNU;DECIMOMANNU;CAGLIARI
3;comuni+poi;260;CO: SARDARA;SARDARA;SUD SARDEGNA
3;comuni+poi;62;CO: CAPOTERRA;CAPOTERRA;CAGLIARI
3;comuni+poi;252;CO: SANT'ANNA ARRESI;SANT'ANNA ARRESI;SUD SARDEGNA
3;comuni+poi;229;CO: PULA;PULA;CAGLIARI
3;comuni+poi;77;CO: DECIMOPUTZU;DECIMOPUTZU;SUD SARDEGNA
3;comuni+poi;79;CO: DOLIANOVA;DOLIANOVA;SUD SARDEGNA
3;comuni+poi;334;CO: URZULEI;URZULEI;NUORO
3;comuni+poi;331;CO: ULASSAI;ULASSAI;NUORO
3;comuni+poi;325;CO: TRIEI;TRIEI;NUORO
3;comuni+poi;321;CO: TORTOLI';TORTOLI';NUORO
3;comuni+poi;327;CO: TUILI;TUILI;SUD SARDEGNA
3;comuni+poi;346;CO: VILLACIDRO;VILLACIDRO;SUD SARDEGNA
3;comuni+poi;338;CO: USSARAMANNA;USSARAMANNA;SUD SARDEGNA
3;comuni+poi;329;CO: TURRI;TURRI;SUD SARDEGNA
3;comuni+poi;311;CO: TERTENIA;TERTENIA;NUORO
3;comuni+poi;306;CO: TALANA;TALANA;NUORO
3;comuni+poi;223;CO: PISCINAS;PISCINAS;SUD SARDEGNA
3;comuni+poi;354;CO: VILLAPERUCCIO;VILLAPERUCCIO;SUD SARDEGNA
3;comuni+poi;150;CO: MASAINAS;MASAINAS;SUD SARDEGNA
3;comuni+poi;353;CO: VILLANOVAFRANCA;VILLANOVAFRANCA;SUD SARDEGNA
3;comuni+poi;57;CO: BUSACHI;BUSACHI;ORISTANO
3;comuni+poi;58;CO: CABRAS;CABRAS;ORISTANO
3;comuni+poi;348;CO: VILLAMAR;VILLAMAR;SUD SARDEGNA
3;comuni+poi;323;CO: TRATALIAS;TRATALIAS;SUD SARDEGNA
3;comuni+poi;352;CO: VILLANOVAFORRU;VILLANOVAFORRU;SUD SARDEGNA
3;comuni+poi;349;CO: VILLAMASSARGIA;VILLAMASSARGIA;SUD SARDEGNA
3;comuni+poi;178;CO: NURAGUS;NURAGUS;SUD SARDEGNA
3;comuni+poi;161;CO: MONTRESTA;MONTRESTA;ORISTANO
3;comuni+poi;143;CO: MAGOMADAS;MAGOMADAS;ORISTANO
3;comuni+poi;137;CO: LOTZORAI;LOTZORAI;NUORO
3;comuni+poi;128;CO: LACONI;LACONI;ORISTANO
3;comuni+poi;182;CO: NURRI SERRI VILLANOVA TULO;NURRI;SUD SARDEGNA
3;comuni+poi;179;CO: NURALLAO;NURALLAO;SUD SARDEGNA
3;comuni+poi;132;CO: LOCERI;LOCERI;NUORO
3;comuni+poi;130;CO: LANUSEI;LANUSEI;NUORO
3;comuni+poi;123;CO: ISILI;ISILI;SUD SARDEGNA
3;comuni+poi;120;CO: ILBONO;ILBONO;NUORO
3;comuni+poi;109;CO: GIRASOLE;GIRASOLE;NUORO
3;comuni+poi;103;CO: GERGEI;GERGEI;SUD SARDEGNA
3;comuni+poi;201;CO: ORUNE;ORUNE;NUORO
3;comuni+poi;126;CO: JERZU;JERZU;NUORO
3;comuni+poi;281;CO: SEUI;SEUI;SUD SARDEGNA
3;comuni+poi;247;CO: SAN TEODORO;SAN TEODORO;SASSARI
3;comuni+poi;305;CO: SUNI;SUNI;ORISTANO
3;comuni+poi;282;CO: SEULO GADONI;SEULO;SUD SARDEGNA
3;comuni+poi;219;CO: PERDASDEFOGU;PERDASDEFOGU;NUORO
3;comuni+poi;205;CO: OSINI;OSINI;NUORO
3;comuni+poi;198;CO: ORROLI;ORROLI;SUD SARDEGNA
3;comuni+poi;236;CO: SADALI;SADALI;SUD SARDEGNA
3;comuni+poi;214;CO: PALMAS ARBOREA;PALMAS ARBOREA;ORISTANO
3;comuni+poi;195;CO: ORISTANO;ORISTANO;ORISTANO
3;comuni+poi;233;CO: RIOLA SARDO;RIOLA SARDO;ORISTANO
3;comuni+poi;218;CO: PAULILATINO;PAULILATINO;ORISTANO
3;comuni+poi;216;CO: PAU;PAU;ORISTANO
3;comuni+poi;259;CO: SANTU LUSSURGIU;SANTU LUSSURGIU;ORISTANO
3;comuni+poi;345;CO: VILLA SANT'ANTONIO;VILLA SANT'ANTONIO;ORISTANO
3;comuni+poi;255;CO: SANTA GIUSTA;SANTA GIUSTA;ORISTANO
3;comuni+poi;264;CO: SCANO DI MONTIFERRO;SCANO DI MONTIFERRO;ORISTANO
3;comuni+poi;248;CO: SAN VERO MILIS;SAN VERO MILIS;ORISTANO
3;comuni+poi;240;CO: SAMUGHEO;SAMUGHEO;ORISTANO
3;comuni+poi;235;CO: RUINAS;RUINAS;ORISTANO
3;comuni+poi;244;CO: SAN NICOLO' D'ARCIDANO;SAN NICOLO' D'ARCIDANO;ORISTANO
3;comuni+poi;115;CO: GONNOSTRAMATZA GONNOSCODINA;GONNOSTRAMATZA;ORISTANO
3;comuni+poi;114;CO: GONNOSNO';GONNOSNO';ORISTANO
3;comuni+poi;106;CO: GHILARZA TADASUNI;GHILARZA;ORISTANO
3;comuni+poi;151;CO: MASULLAS;MASULLAS;ORISTANO
3;comuni+poi;148;CO: MARRUBIU;MARRUBIU;ORISTANO
3;comuni+poi;74;CO: CUGLIERI;CUGLIERI;ORISTANO
3;comuni+poi;96;CO: FORDONGIANUS;FORDONGIANUS;ORISTANO
3;comuni+poi;153;CO: MILIS;MILIS;ORISTANO
3;comuni+poi;186;CO: OLLASTRA;OLLASTRA;ORISTANO
3;comuni+poi;181;CO: NURECI;NURECI;ORISTANO
3;comuni+poi;177;CO: NURACHI;NURACHI;ORISTANO
3;comuni+poi;173;CO: NUGHEDU SANTA VITTORIA;NUGHEDU SANTA VITTORIA;ORISTANO
3;comuni+poi;167;CO: NARBOLIA;NARBOLIA;ORISTANO
3;comuni+poi;163;CO: MORGONGIORI;MORGONGIORI;ORISTANO
3;comuni+poi;156;CO: MOGORO;MOGORO;ORISTANO
3;comuni+poi;155;CO: MOGORELLA;MOGORELLA;ORISTANO
3;comuni+poi;171;CO: NORBELLO;NORBELLO;ORISTANO
3;comuni+poi;169;CO: NEONELI;NEONELI;ORISTANO
3;comuni+poi;200;CO: ORTUERI;ORTUERI;NUORO
3;comuni+poi;197;CO: OROTELLI;OROTELLI;NUORO
3;comuni+poi;21;CO: AUSTIS;AUSTIS;NUORO
3;comuni+poi;20;CO: ATZARA;ATZARA;NUORO
3;comuni+poi;13;CO: ARITZO;ARITZO;NUORO
3;comuni+poi;303;CO: STINTINO;STINTINO;SASSARI
3;comuni+poi;32;CO: BELVI';BELVI';NUORO
3;comuni+poi;39;CO: BOLOTANA;BOLOTANA;NUORO
3;comuni+poi;38;CO: BITTI;BITTI;NUORO
3;comuni+poi;37;CO: BIRORI;BIRORI;NUORO
3;comuni+poi;87;CO: ERULA;ERULA;SASSARI
3;comuni+poi;343;CO: VIDDALBA;VIDDALBA;SASSARI
3;comuni+poi;341;CO: VALLEDORIA;VALLEDORIA;SASSARI
3;comuni+poi;350;CO: VILLANOVA MONTELEONE;VILLANOVA MONTELEONE;SASSARI
3;comuni+poi;256;CO: SANTA MARIA COGHINAS;SANTA MARIA COGHINAS;SASSARI
3;comuni+poi;309;CO: TERGU;TERGU;SASSARI
3;comuni+poi;84;CO: DUALCHI;DUALCHI;NUORO
3;comuni+poi;83;CO: DORGALI;DORGALI;NUORO
3;comuni+poi;95;CO: FONNI;FONNI;NUORO
3;comuni+poi;99;CO: GALTELLI';GALTELLI';NUORO
3;comuni+poi;46;CO: BORTIGALI;BORTIGALI;NUORO
3;comuni+poi;45;CO: BORORE;BORORE;NUORO
3;comuni+poi;78;CO: DESULO;DESULO;NUORO
3;comuni+poi;100;CO: GAVOI;GAVOI;NUORO
3;comuni+poi;215;CO: PATTADA;PATTADA;SASSARI
3;comuni+poi;211;CO: PADRIA;PADRIA;SASSARI
3;comuni+poi;274;CO: SENNORI;SENNORI;SASSARI
3;comuni+poi;302;CO: SORSO;SORSO;SASSARI
3;comuni+poi;287;CO: SILIGO;SILIGO;SASSARI
3;comuni+poi;270;CO: SEMESTENE;SEMESTENE;SASSARI
3;comuni+poi;266;CO: SEDINI;SEDINI;SASSARI
3;comuni+poi;336;CO: USINI;USINI;SASSARI
3;comuni+poi;333;CO: URI;URI;SASSARI
3;comuni+poi;328;CO: TULA;TULA;SASSARI
3;comuni+poi;320;CO: TORRALBA;TORRALBA;SASSARI
3;comuni+poi;317;CO: TISSI;TISSI;SASSARI
3;comuni+poi;314;CO: THIESI BORUTTA;THIESI;SASSARI
3;comuni+poi;118;CO: GUSPINI;GUSPINI;SUD SARDEGNA
3;comuni+poi;113;CO: GONNOSFANADIGA;GONNOSFANADIGA;SUD SARDEGNA
3;comuni+poi;273;CO: SENNARIOLO;SENNARIOLO;ORISTANO
3;comuni+poi;272;CO: SENIS;SENIS;ORISTANO
3;comuni+poi;33;CO: BENETUTTI;BENETUTTI;SASSARI
3;comuni+poi;24;CO: BANARI;BANARI;SASSARI
3;comuni+poi;11;CO: ARDARA;ARDARA;SASSARI
3;comuni+poi;199;CO: ORTACESUS;ORTACESUS;SUD SARDEGNA
3;comuni+poi;180;CO: NURAMINIS;NURAMINIS;SUD SARDEGNA
3;comuni+poi;164;CO: MURAVERA;MURAVERA;SUD SARDEGNA
3;comuni+poi;194;CO: ORGOSOLO;ORGOSOLO;NUORO
3;comuni+poi;193;CO: ORANI;ORANI;NUORO
3;comuni+poi;196;CO: OROSEI;OROSEI;NUORO
3;comuni+poi;291;CO: SIMAXIS;SIMAXIS;ORISTANO
3;comuni+poi;290;CO: SIMALA;SIMALA;ORISTANO
3;comuni+poi;284;CO: SIAMANNA;SIAMANNA;ORISTANO
3;comuni+poi;283;CO: SIAMAGGIORE;SIAMAGGIORE;ORISTANO
3;comuni+poi;243;CO: SAN GIOVANNI SUERGIU;SAN GIOVANNI SUERGIU;SUD SARDEGNA
3;comuni+poi;242;CO: SAN GAVINO MONREALE;SAN GAVINO MONREALE;SUD SARDEGNA
3;comuni+poi;168;CO: NARCAO;NARCAO;SUD SARDEGNA
3;comuni+poi;116;CO: GUAMAGGIORE;GUAMAGGIORE;SUD SARDEGNA
3;comuni+poi;166;CO: MUSEI;MUSEI;SUD SARDEGNA
3;comuni+poi;139;CO: LUNAMATRONA;LUNAMATRONA;SUD SARDEGNA
3;comuni+poi;111;CO: GONI;GONI;SUD SARDEGNA
3;comuni+poi;277;CO: SERRAMANNA;SERRAMANNA;SUD SARDEGNA
3;comuni+poi;157;CO: MONASTIR;MONASTIR;SUD SARDEGNA
3;comuni+poi;147;CO: MARACALAGONIS;MARACALAGONIS;CAGLIARI
3;comuni+poi;117;CO: GUASILA;GUASILA;SUD SARDEGNA
3;comuni+poi;210;CO: PABILLONIS;PABILLONIS;SUD SARDEGNA
3;comuni+poi;183;CO: NUXIS;NUXIS;SUD SARDEGNA
3;comuni+poi;145;CO: MANDAS;MANDAS;SUD SARDEGNA
3;comuni+poi;316;CO: TINNURA;TINNURA;ORISTANO
3;comuni+poi;237;CO: SAGAMA;SAGAMA;ORISTANO
3;comuni+poi;154;CO: MODOLO;MODOLO;ORISTANO
2;province;4;PR: PROVINCIA DI SASSARI;PROVINCIA DI SASSARI;PROVINCIA DI SASSARI
2;province;3;PR: PROVINCIA DI ORISTANO;PROVINCIA DI ORISTANO;PROVINCIA DI ORISTANO
2;province;2;PR: PROVINCIA DI NUORO;PROVINCIA DI NUORO;PROVINCIA DI NUORO
2;province;1;PR: PROVINCIA DEL SUD SARDEGNA;PROVINCIA DEL SUD SARDEGNA;PROVINCIA DEL SUD SARDEGNA
2;province;0;PR: CITTA' METROPOLITANA DI CAGLIARI;CITTA' METROPOLITANA DI CAGLIARI;CITTA' METROPOLITANA DI CAGLIARI
4;province+poi;1;POI: AEROPORTO DI CAGLIARI-ELMAS;CAGLIARI;CAGLIARI
4;province+poi;21;POI: PORTO DI PORTO TORRES;PORTO TORRES;SASSARI
4;province+poi;2;POI: AEROPORTO DI OLBIA;OLBIA;SASSARI
4;province+poi;14;POI: OLBIA-ARZACHENA;ARZACHENA;SASSARI
4;province+poi;19;POI: PORTO DI GOLFO ARANCI;GOLFO ARANCI;SASSARI
4;province+poi;0;POI: AEROPORTO DI ALGHERO;ALGHERO;SASSARI
4;province+poi;31;PR: PROVINCIA DEL SUD SARDEGNA;PROVINCIA DEL SUD SARDEGNA;PROVINCIA DEL SUD SARDEGNA
4;province+poi;33;PR: PROVINCIA DI ORISTANO;PROVINCIA DI ORISTANO;PROVINCIA DI ORISTANO
4;province+poi;13;POI: OLBIA;OLBIA;SASSARI
4;province+poi;15;POI: OROSEI;OROSEI;NUORO
4;province+poi;9;POI: CHIA;DOMUS DE MARIA;SUD SARDEGNA
4;province+poi;11;POI: GOLFO ARANCI;GOLFO ARANCI;SASSARI
4;province+poi;10;POI: COSTA VERDE;ARBUS;SUD SARDEGNA
4;province+poi;8;POI: CASTELSARDO;CASTELSARDO;SASSARI
4;province+poi;7;POI: CALA GONONE;DORGALI;NUORO
